1.0459,1.1212,1.2869,1.2924,1.0698,1.4355,1.3264,1.1941,0.90549,0.75197,0.91012,1.0898,1.0516,0.63697,0.64816,1.1931,0.78921,0.81612,1.2862,1.8316,1.7153,1.5827,1.8995,1.892,1.8586,1.3547,0.82292,0.75908,0.51398,0.46242,0.59938,0.54854,0.53749,0.61388,0.66354,0.57805,0.54565,0.59485,0.66661,0.56128,0.717,0.87991,0.73358,0.78438,0.90149,0.75635,0.95163,0.74233,0.86735,0.92905,0.75276,0.77809,0.56506,0.81089,0.80331,0.83407,0.68653,0.5634,0.60257,0.65189,0.79847,0.63881,0.76258,0.768,0.96035,0.92123,0.41394,0.37289,0.53342,0.59832,0.56304,0.54838,0.65465,0.86363,0.76894
1.0405,1.118,1.2831,1.2923,1.07,1.435,1.322,1.1932,0.89512,0.74653,0.91027,1.0865,1.0541,0.6348,0.64903,1.194,0.78699,0.8129,1.2816,1.8205,1.7097,1.5785,1.9014,1.8883,1.8489,1.3544,0.82125,0.75828,0.51198,0.46058,0.59849,0.54824,0.53698,0.61027,0.66436,0.57855,0.54556,0.59393,0.68084,0.5589,0.71502,0.87794,0.72919,0.77871,0.90107,0.75352,0.95023,0.73745,0.86417,0.92238,0.74907,0.77212,0.56555,0.80995,0.80482,0.83392,0.68368,0.56372,0.60011,0.65246,0.79829,0.63604,0.75728,0.7677,0.96285,0.91771,0.413,0.3763,0.53305,0.63469,0.56449,0.54866,0.65058,0.86012,0.76331
1.0392,1.116,1.2804,1.2935,1.0665,1.4248,1.3133,1.1848,0.89029,0.74611,0.91023,1.0845,1.0531,0.63319,0.64905,1.1926,0.78372,0.80422,1.2809,1.8142,1.7195,1.5756,1.8814,1.8528,1.8398,1.3559,0.82128,0.7546,0.50841,0.45972,0.59861,0.54657,0.53689,0.60956,0.66053,0.57643,0.53622,0.59351,0.68136,0.55837,0.7123,0.8829,0.72831,0.77838,0.89872,0.75339,0.94808,0.73923,0.86403,0.91396,0.75747,0.77188,0.56503,0.8087,0.80437,0.83359,0.68516,0.56151,0.59764,0.65235,0.79199,0.63871,0.75667,0.76832,0.95796,0.91435,0.40897,0.37426,0.5311,0.63459,0.5635,0.54752,0.65596,0.86048,0.75419
1.0326,1.1118,1.2729,1.2873,1.0634,1.423,1.3128,1.1788,0.87776,0.7448,0.90337,1.0733,1.0482,0.62964,0.6476,1.1914,0.77938,0.80384,1.2763,1.8143,1.7234,1.5764,1.8643,1.8553,1.8404,1.3543,0.82192,0.7526,0.50277,0.45789,0.59705,0.54627,0.53776,0.6094,0.6598,0.57885,0.53461,0.59272,0.67919,0.55777,0.71225,0.87989,0.72947,0.77662,0.8965,0.74965,0.95036,0.73741,0.86371,0.91165,0.76018,0.77039,0.56139,0.79978,0.8034,0.83389,0.68444,0.56177,0.58382,0.65232,0.79248,0.63628,0.75599,0.7693,0.9569,0.91333,0.40878,0.37517,0.53093,0.62886,0.5656,0.54783,0.65186,0.85712,0.75412
1.0337,1.1096,1.2751,1.2839,1.0599,1.4184,1.3061,1.1713,0.87553,0.74317,0.9044,1.071,1.0467,0.62807,0.6474,1.1891,0.77986,0.79901,1.2793,1.8146,1.7161,1.5737,1.8567,1.8747,1.8376,1.3509,0.82185,0.77075,0.50203,0.4579,0.59689,0.54583,0.53776,0.61017,0.66162,0.57753,0.5411,0.59091,0.67829,0.54898,0.71153,0.88105,0.72928,0.77138,0.89407,0.74846,0.95004,0.73048,0.86303,0.90365,0.75731,0.77008,0.55706,0.79581,0.80341,0.83336,0.68388,0.55638,0.58364,0.65111,0.79233,0.63792,0.75281,0.76894,0.95987,0.91104,0.40943,0.3763,0.53071,0.62276,0.56576,0.54725,0.65158,0.86995,0.75248
1.0289,1.1088,1.2735,1.2813,1.0658,1.4165,1.3008,1.1509,0.87349,0.74488,0.90604,1.0638,1.0428,0.62637,0.647,1.1867,0.7787,0.79495,1.2706,1.8135,1.7153,1.5637,1.8486,1.8684,1.8151,1.3453,0.82009,0.78474,0.50658,0.45572,0.60567,0.54569,0.53782,0.61008,0.66174,0.57701,0.54078,0.59081,0.67173,0.54726,0.71062,0.8642,0.72916,0.77021,0.89239,0.74596,0.94114,0.72386,0.86099,0.90358,0.75758,0.76939,0.55756,0.79199,0.80141,0.82898,0.68318,0.55516,0.58689,0.65051,0.79324,0.6366,0.74747,0.76313,0.95138,0.90827,0.40651,0.37386,0.53056,0.62545,0.56455,0.54681,0.65189,0.86792,0.75045
1.0242,1.1008,1.2734,1.2761,1.0716,1.4158,1.2997,1.1491,0.87241,0.73832,0.9035,1.0637,1.0421,0.62183,0.64237,1.1843,0.78615,0.7875,1.2701,1.8087,1.7131,1.5591,1.8416,1.8564,1.8354,1.3369,0.81313,0.7839,0.50775,0.45474,0.60474,0.54477,0.53708,0.60844,0.66224,0.57666,0.54007,0.5913,0.67026,0.54733,0.70734,0.86586,0.73064,0.76439,0.88937,0.74479,0.93937,0.7241,0.86085,0.90167,0.74637,0.7686,0.55323,0.78795,0.79849,0.82563,0.68082,0.55592,0.58217,0.65041,0.78982,0.63567,0.74746,0.76175,0.95723,0.90619,0.4064,0.37059,0.52828,0.62571,0.56442,0.54699,0.64896,0.86657,0.78185
1.0232,1.0978,1.2707,1.2774,1.0755,1.41,1.2924,1.149,0.87122,0.73408,0.90343,1.0573,1.0358,0.62182,0.63827,1.1806,0.78688,0.78552,1.2625,1.8039,1.7061,1.5503,1.847,1.8476,1.8136,1.3311,0.80823,0.78317,0.50767,0.45466,0.60472,0.54113,0.53182,0.60738,0.66002,0.57518,0.5436,0.58711,0.66758,0.54737,0.70456,0.86039,0.72949,0.76266,0.88886,0.74295,0.94923,0.72312,0.85678,0.90192,0.74291,0.76698,0.55121,0.78196,0.79197,0.82446,0.68004,0.55501,0.58092,0.64952,0.78564,0.63442,0.74365,0.75915,0.95525,0.9047,0.40611,0.37319,0.5277,0.6254,0.56452,0.54336,0.64495,0.86428,0.78255
1.0233,1.0954,1.2594,1.2751,1.072,1.4047,1.2864,1.1461,0.86381,0.73425,0.90435,1.0527,1.0342,0.61797,0.63648,1.1783,0.78755,0.78441,1.2556,1.7951,1.7017,1.5579,1.8464,1.8458,1.8102,1.3273,0.80499,0.78092,0.51075,0.45423,0.60362,0.53783,0.53216,0.60741,0.65699,0.57512,0.54347,0.58776,0.66137,0.54613,0.70289,0.86074,0.72639,0.76197,0.8844,0.73389,0.94835,0.7225,0.85731,0.90252,0.74176,0.76433,0.55239,0.78158,0.78376,0.82145,0.67961,0.55277,0.58037,0.64955,0.7835,0.63507,0.74125,0.76018,0.95248,0.90276,0.40507,0.37204,0.52632,0.62283,0.56201,0.53809,0.64014,0.86307,0.78286
1.0206,1.0943,1.258,1.2739,1.0825,1.3971,1.2859,1.1546,0.86365,0.73449,0.89876,1.053,1.034,0.6144,0.63475,1.1638,0.78947,0.77943,1.249,1.7911,1.69,1.5454,1.8522,1.8327,1.8138,1.3215,0.80241,0.77393,0.5064,0.45507,0.60352,0.53763,0.53207,0.60672,0.65477,0.57812,0.5422,0.58704,0.66188,0.54579,0.70277,0.85346,0.72514,0.76309,0.88222,0.73215,0.94061,0.71505,0.85356,0.90078,0.74181,0.76174,0.5523,0.79725,0.78435,0.82075,0.67105,0.55088,0.57793,0.65168,0.77897,0.63399,0.74113,0.75856,0.94628,0.89575,0.40312,0.36902,0.52607,0.62267,0.56343,0.5381,0.63847,0.85582,0.78273
